Kanton;Datum und Zeit;Anzahl SMS pro Kanton und Stunde
SG;2017-07-27T16:00:00+02:00;13435
SG;2017-07-27T17:00:00+02:00;12797
SG;2017-07-27T19:00:00+02:00;10455
SG;2017-07-27T23:00:00+02:00;2010
SG;2017-07-28T03:00:00+02:00;1715
SG;2017-07-28T08:00:00+02:00;13548
SG;2017-07-28T11:00:00+02:00;13622
SG;2017-07-28T12:00:00+02:00;14424
SG;2017-07-28T14:00:00+02:00;14318
SG;2017-07-28T17:00:00+02:00;13054
SG;2017-07-29T01:00:00+02:00;1538
SG;2017-07-29T05:00:00+02:00;4152
SG;2017-07-29T06:00:00+02:00;7549
SG;2017-07-29T07:00:00+02:00;10519
SG;2017-07-29T16:00:00+02:00;10908
SG;2017-07-29T19:00:00+02:00;9604
SG;2017-07-30T03:00:00+02:00;1318
SG;2017-07-30T04:00:00+02:00;1628
SG;2017-07-30T06:00:00+02:00;5353
SG;2017-07-30T08:00:00+02:00;10431
SG;2017-07-30T16:00:00+02:00;10839
SG;2017-07-30T17:00:00+02:00;10975
SG;2017-07-30T19:00:00+02:00;9566
SG;2017-07-30T23:00:00+02:00;1879
SG;2017-07-31T01:00:00+02:00;1139
SG;2017-07-31T05:00:00+02:00;5197
SG;2017-07-31T11:00:00+02:00;13775
SG;2017-07-31T17:00:00+02:00;12530
SG;2017-07-31T21:00:00+02:00;5744
SH;2017-07-01T00:00:00+02:00;666
SH;2017-07-01T06:00:00+02:00;2633
SH;2017-07-01T07:00:00+02:00;3183
SH;2017-07-01T08:00:00+02:00;3931
SH;2017-07-01T10:00:00+02:00;3806
SH;2017-07-01T12:00:00+02:00;3680
SH;2017-07-01T15:00:00+02:00;3494
SH;2017-07-01T23:00:00+02:00;1299
SH;2017-07-02T01:00:00+02:00;905
SH;2017-07-02T03:00:00+02:00;992
SH;2017-07-02T04:00:00+02:00;1023
SH;2017-07-02T05:00:00+02:00;1189
SH;2017-07-02T07:00:00+02:00;2333
SH;2017-07-02T08:00:00+02:00;3200
SH;2017-07-02T21:00:00+02:00;1456
SH;2017-07-03T00:00:00+02:00;915
SH;2017-07-03T05:00:00+02:00;2682
SH;2017-07-03T06:00:00+02:00;3597
SH;2017-07-03T12:00:00+02:00;4100
SH;2017-07-03T14:00:00+02:00;3595
SH;2017-07-03T16:00:00+02:00;3767
SH;2017-07-04T08:00:00+02:00;4221
SH;2017-07-04T10:00:00+02:00;4449
SH;2017-07-04T11:00:00+02:00;4085
SH;2017-07-04T12:00:00+02:00;4431
SH;2017-07-04T19:00:00+02:00;3132
SH;2017-07-05T00:00:00+02:00;1015
SH;2017-07-05T01:00:00+02:00;886
SH;2017-07-05T05:00:00+02:00;2644
SH;2017-07-05T11:00:00+02:00;3961
SH;2017-07-05T13:00:00+02:00;3829
SH;2017-07-05T17:00:00+02:00;4077
SH;2017-07-05T18:00:00+02:00;3582
SH;2017-07-05T22:00:00+02:00;1419
SH;2017-07-05T23:00:00+02:00;1023
ZG;2017-07-03T08:00:00+02:00;3371
ZG;2017-07-03T10:00:00+02:00;3351
ZG;2017-07-03T14:00:00+02:00;3339
ZG;2017-07-03T15:00:00+02:00;3462
ZG;2017-07-03T16:00:00+02:00;3230
ZG;2017-07-03T18:00:00+02:00;2338
ZG;2017-07-03T20:00:00+02:00;2146
ZG;2017-07-03T22:00:00+02:00;832
ZG;2017-07-04T01:00:00+02:00;147
ZG;2017-07-04T02:00:00+02:00;153
ZG;2017-07-04T03:00:00+02:00;255
ZG;2017-07-04T04:00:00+02:00;663
ZG;2017-07-04T07:00:00+02:00;3315
ZG;2017-07-04T11:00:00+02:00;3059
ZG;2017-07-04T12:00:00+02:00;3319
ZG;2017-07-04T13:00:00+02:00;3323
ZG;2017-07-04T18:00:00+02:00;2470
ZG;2017-07-05T01:00:00+02:00;146
ZG;2017-07-05T04:00:00+02:00;699
ZG;2017-07-05T05:00:00+02:00;1527
ZG;2017-07-05T08:00:00+02:00;3149
ZG;2017-07-05T10:00:00+02:00;3447
ZG;2017-07-05T15:00:00+02:00;3412
ZG;2017-07-05T17:00:00+02:00;2702
ZG;2017-07-05T22:00:00+02:00;692
ZG;2017-07-06T00:00:00+02:00;208
ZG;2017-07-06T03:00:00+02:00;335
ZG;2017-07-06T07:00:00+02:00;3228
ZG;2017-07-06T09:00:00+02:00;3195
ZG;2017-07-06T10:00:00+02:00;3415
ZG;2017-07-06T16:00:00+02:00;3189
ZG;2017-07-06T19:00:00+02:00;2378
ZG;2017-07-06T20:00:00+02:00;2095
ZG;2017-07-06T23:00:00+02:00;394
ZG;2017-07-07T05:00:00+02:00;1509
ZG;2017-07-07T13:00:00+02:00;3730
ZG;2017-07-07T15:00:00+02:00;3366
ZG;2017-07-07T16:00:00+02:00;3195
ZG;2017-07-07T20:00:00+02:00;1814
ZG;2017-07-07T21:00:00+02:00;1241
ZG;2017-07-07T22:00:00+02:00;914
ZG;2017-07-08T02:00:00+02:00;213
ZG;2017-07-08T04:00:00+02:00;301
ZG;2017-07-08T07:00:00+02:00;2044
ZG;2017-07-08T10:00:00+02:00;2376
ZG;2017-07-08T11:00:00+02:00;2209
ZG;2017-07-09T00:00:00+02:00;237
ZG;2017-07-09T04:00:00+02:00;336
ZG;2017-07-09T05:00:00+02:00;438
ZG;2017-07-09T08:00:00+02:00;1471
ZG;2017-07-09T09:00:00+02:00;1610
ZG;2017-07-09T12:00:00+02:00;1635
ZG;2017-07-09T18:00:00+02:00;2067
ZG;2017-07-09T19:00:00+02:00;1925
ZG;2017-07-09T23:00:00+02:00;356
ZG;2017-07-10T00:00:00+02:00;198
ZG;2017-07-10T03:00:00+02:00;268
ZG;2017-07-10T12:00:00+02:00;2845
ZG;2017-07-10T13:00:00+02:00;2885
ZG;2017-07-10T17:00:00+02:00;2756
ZG;2017-07-10T18:00:00+02:00;2541
ZG;2017-07-10T19:00:00+02:00;2326
ZG;2017-07-10T21:00:00+02:00;1248
ZG;2017-07-10T22:00:00+02:00;623
ZG;2017-07-11T01:00:00+02:00;166
ZG;2017-07-11T02:00:00+02:00;165
ZG;2017-07-11T15:00:00+02:00;3068
ZG;2017-07-11T17:00:00+02:00;2442
ZG;2017-07-12T01:00:00+02:00;171
ZG;2017-07-12T03:00:00+02:00;204
ZG;2017-07-12T10:00:00+02:00;2824
ZG;2017-07-12T11:00:00+02:00;2586
ZG;2017-07-12T12:00:00+02:00;2773
ZG;2017-07-12T13:00:00+02:00;2929
ZG;2017-07-12T20:00:00+02:00;1660
ZG;2017-07-13T00:00:00+02:00;203
ZG;2017-07-13T01:00:00+02:00;193
ZG;2017-07-13T03:00:00+02:00;339
ZG;2017-07-13T12:00:00+02:00;2694
ZG;2017-07-13T17:00:00+02:00;2473
ZG;2017-07-13T21:00:00+02:00;1049
ZG;2017-07-13T22:00:00+02:00;698
ZG;2017-07-13T23:00:00+02:00;312
ZG;2017-07-14T00:00:00+02:00;181
ZG;2017-07-14T01:00:00+02:00;149
ZG;2017-07-14T02:00:00+02:00;153
ZG;2017-07-14T07:00:00+02:00;2762
ZG;2017-07-14T10:00:00+02:00;2934
ZG;2017-07-14T12:00:00+02:00;2576
ZG;2017-07-14T19:00:00+02:00;1890
ZG;2017-07-14T21:00:00+02:00;1268
ZG;2017-07-15T00:00:00+02:00;235
ZG;2017-07-15T07:00:00+02:00;1724
ZG;2017-07-15T08:00:00+02:00;2017
ZG;2017-07-15T09:00:00+02:00;2068
ZG;2017-07-15T17:00:00+02:00;1601
ZG;2017-07-15T20:00:00+02:00;1340
ZG;2017-07-16T03:00:00+02:00;209
ZG;2017-07-16T07:00:00+02:00;1320
ZG;2017-07-16T08:00:00+02:00;1741
BS;2017-07-31T20:00:00+02:00;10745
FR;2017-07-01T14:00:00+02:00;10422
FR;2017-07-01T16:00:00+02:00;10314
FR;2017-07-01T17:00:00+02:00;10355
FR;2017-07-01T12:00:00+02:00;10263
FR;2017-07-01T04:00:00+02:00;2110
FR;2017-07-01T21:00:00+02:00;6551
FR;2017-07-01T22:00:00+02:00;5267
BS;2017-07-25T07:00:00+02:00;11062
BS;2017-07-25T08:00:00+02:00;12115
BS;2017-07-25T10:00:00+02:00;13149
BS;2017-07-25T16:00:00+02:00;10561
BS;2017-07-25T11:00:00+02:00;12584
BS;2017-07-25T17:00:00+02:00;9459
BS;2017-07-26T00:00:00+02:00;1158
BS;2017-07-26T03:00:00+02:00;1518
BS;2017-07-25T22:00:00+02:00;2770
BS;2017-07-26T01:00:00+02:00;986
BS;2017-07-24T10:00:00+02:00;12781
BS;2017-07-24T04:00:00+02:00;3693
BS;2017-07-24T06:00:00+02:00;9587
BS;2017-07-24T15:00:00+02:00;11333
BS;2017-07-24T12:00:00+02:00;12142
BS;2017-07-24T01:00:00+02:00;1265
BS;2017-07-24T19:00:00+02:00;7639
BS;2017-07-25T04:00:00+02:00;3153
BS;2017-07-24T22:00:00+02:00;2974
BS;2017-07-25T02:00:00+02:00;1007
BS;2017-07-31T09:00:00+02:00;11673
BS;2017-07-31T12:00:00+02:00;10327
BS;2017-07-30T03:00:00+02:00;1466
BS;2017-07-30T07:00:00+02:00;5249
BS;2017-07-30T09:00:00+02:00;7257
BS;2017-07-30T14:00:00+02:00;7594
BS;2017-07-30T20:00:00+02:00;5789
BS;2017-07-30T21:00:00+02:00;4093
BS;2017-07-31T05:00:00+02:00;4478
BS;2017-07-31T01:00:00+02:00;978
BS;2017-07-27T09:00:00+02:00;13933
BS;2017-07-27T10:00:00+02:00;14056
BS;2017-07-28T08:00:00+02:00;11647
BS;2017-07-28T13:00:00+02:00;12386
BS;2017-07-28T11:00:00+02:00;12636
BS;2017-07-28T19:00:00+02:00;7970
BS;2017-07-27T17:00:00+02:00;9130
BS;2017-07-27T23:00:00+02:00;2115
BS;2017-07-28T00:00:00+02:00;1488
BS;2017-07-28T21:00:00+02:00;5386
BS;2017-07-26T10:00:00+02:00;13129
BS;2017-07-26T14:00:00+02:00;10877
BS;2017-07-26T15:00:00+02:00;11159
BS;2017-07-27T08:00:00+02:00;12954
BS;2017-07-26T12:00:00+02:00;12219
BS;2017-07-26T18:00:00+02:00;7817
BS;2017-07-26T19:00:00+02:00;7872
BS;2017-07-26T20:00:00+02:00;6745
BS;2017-07-27T00:00:00+02:00;1370
BS;2017-07-27T06:00:00+02:00;8775
FR;2017-07-02T17:00:00+02:00;10822
FR;2017-07-01T23:00:00+02:00;3713
FR;2017-07-02T00:00:00+02:00;2802
FR;2017-07-02T03:00:00+02:00;1794
FR;2017-07-02T04:00:00+02:00;2198
FR;2017-07-02T09:00:00+02:00;9955
FR;2017-07-02T14:00:00+02:00;8807
FR;2017-07-02T21:00:00+02:00;5777
FR;2017-07-02T12:00:00+02:00;8849
FR;2017-07-02T02:00:00+02:00;1886
BS;2017-07-22T09:00:00+02:00;10558
BS;2017-07-22T17:00:00+02:00;6960
BS;2017-07-22T03:00:00+02:00;1994
BS;2017-07-22T05:00:00+02:00;3846
BS;2017-07-22T07:00:00+02:00;8023
BS;2017-07-22T14:00:00+02:00;9454
BS;2017-07-22T15:00:00+02:00;8612
BS;2017-07-22T18:00:00+02:00;6628
BS;2017-07-22T19:00:00+02:00;6362
BS;2017-07-22T22:00:00+02:00;3902
BS;2017-07-30T01:00:00+02:00;1822
BS;2017-07-29T05:00:00+02:00;3426
BS;2017-07-29T07:00:00+02:00;7274
BS;2017-07-29T14:00:00+02:00;8525
BS;2017-07-29T18:00:00+02:00;6400
BS;2017-07-29T23:00:00+02:00;2639
BS;2017-07-29T02:00:00+02:00;2007
BS;2017-07-29T11:00:00+02:00;8943
BS;2017-07-29T22:00:00+02:00;3780
BS;2017-07-30T02:00:00+02:00;1795
BS;2017-07-23T01:00:00+02:00;1889
BS;2017-07-23T03:00:00+02:00;1372
BS;2017-07-23T06:00:00+02:00;3337
BS;2017-07-23T16:00:00+02:00;6998
BS;2017-07-23T17:00:00+02:00;6645
BS;2017-07-23T18:00:00+02:00;6524
BS;2017-07-23T19:00:00+02:00;6415
BS;2017-07-24T00:00:00+02:00;1318
BS;2017-07-23T22:00:00+02:00;3094
BS;2017-07-23T02:00:00+02:00;1550
FR;2017-07-09T14:00:00+02:00;13880
FR;2017-07-09T15:00:00+02:00;10891
SH;2017-07-06T04:00:00+02:00;1760
SH;2017-07-06T05:00:00+02:00;3133
SH;2017-07-06T10:00:00+02:00;4082
SH;2017-07-06T11:00:00+02:00;4051
SH;2017-07-06T13:00:00+02:00;3606
SH;2017-07-06T15:00:00+02:00;3516
SH;2017-07-06T16:00:00+02:00;3687
SH;2017-07-06T20:00:00+02:00;2587
SH;2017-07-06T23:00:00+02:00;952
SH;2017-07-07T01:00:00+02:00;866
SH;2017-07-07T03:00:00+02:00;1083
SH;2017-07-07T05:00:00+02:00;2715
SH;2017-07-07T06:00:00+02:00;3683
SH;2017-07-07T08:00:00+02:00;3513
SH;2017-07-07T13:00:00+02:00;3602
SH;2017-07-07T16:00:00+02:00;3955
SH;2017-07-08T03:00:00+02:00;1193
SH;2017-07-08T04:00:00+02:00;1301
SH;2017-07-08T05:00:00+02:00;2004
SH;2017-07-08T07:00:00+02:00;3140
SH;2017-07-08T10:00:00+02:00;3732
SH;2017-07-08T12:00:00+02:00;3581
SH;2017-07-08T13:00:00+02:00;3800
SH;2017-07-08T14:00:00+02:00;3692
SH;2017-07-08T15:00:00+02:00;4048
SH;2017-07-08T16:00:00+02:00;4154
SH;2017-07-08T19:00:00+02:00;3062
SH;2017-07-08T20:00:00+02:00;2557
SH;2017-07-09T00:00:00+02:00;1039
SH;2017-07-09T02:00:00+02:00;905
SH;2017-07-09T07:00:00+02:00;2199
SH;2017-07-09T10:00:00+02:00;4127
SH;2017-07-09T11:00:00+02:00;3821
SH;2017-07-09T12:00:00+02:00;3723
SH;2017-07-09T13:00:00+02:00;3659
SH;2017-07-09T17:00:00+02:00;2681
SH;2017-07-09T23:00:00+02:00;653
SH;2017-07-10T07:00:00+02:00;3727
SH;2017-07-10T08:00:00+02:00;3826
SH;2017-07-10T10:00:00+02:00;4109
SH;2017-07-10T18:00:00+02:00;3060
SH;2017-07-10T20:00:00+02:00;2543
SH;2017-07-10T22:00:00+02:00;1093
SH;2017-07-10T23:00:00+02:00;632
SH;2017-07-11T00:00:00+02:00;501
SH;2017-07-11T01:00:00+02:00;432
SH;2017-07-11T08:00:00+02:00;3873
SH;2017-07-11T12:00:00+02:00;3738
SH;2017-07-11T15:00:00+02:00;3519
SH;2017-07-11T16:00:00+02:00;3114
SH;2017-07-11T17:00:00+02:00;2874
SH;2017-07-11T20:00:00+02:00;2354
SH;2017-07-11T22:00:00+02:00;911
SH;2017-07-11T23:00:00+02:00;551
SH;2017-07-12T00:00:00+02:00;508
SH;2017-07-12T01:00:00+02:00;458
SH;2017-07-12T03:00:00+02:00;781
SH;2017-07-12T05:00:00+02:00;2392
SH;2017-07-12T08:00:00+02:00;4017
SH;2017-07-12T20:00:00+02:00;2051
SH;2017-07-12T21:00:00+02:00;1365
SH;2017-07-12T22:00:00+02:00;925
SH;2017-07-13T01:00:00+02:00;497
SH;2017-07-13T02:00:00+02:00;475
SH;2017-07-13T04:00:00+02:00;1200
SH;2017-07-13T05:00:00+02:00;2707
SH;2017-07-13T09:00:00+02:00;4416
SH;2017-07-13T13:00:00+02:00;3429
SH;2017-07-13T15:00:00+02:00;3586
SH;2017-07-13T18:00:00+02:00;3149
SH;2017-07-13T22:00:00+02:00;1518
SH;2017-07-14T01:00:00+02:00;458
SH;2017-07-14T04:00:00+02:00;1326
SH;2017-07-14T12:00:00+02:00;4010
SH;2017-07-14T15:00:00+02:00;4029
SH;2017-07-14T16:00:00+02:00;3491
SH;2017-07-14T17:00:00+02:00;3575
SH;2017-07-14T18:00:00+02:00;3583
SH;2017-07-14T20:00:00+02:00;2313
SH;2017-07-15T00:00:00+02:00;714
SH;2017-07-15T02:00:00+02:00;598
SH;2017-07-15T03:00:00+02:00;887
SH;2017-07-15T04:00:00+02:00;966
SH;2017-07-15T07:00:00+02:00;2585
SH;2017-07-15T09:00:00+02:00;3437
SH;2017-07-15T12:00:00+02:00;3547
SH;2017-07-15T16:00:00+02:00;3071
SH;2017-07-15T20:00:00+02:00;1956
SH;2017-07-15T22:00:00+02:00;1379
SH;2017-07-16T02:00:00+02:00;553
SH;2017-07-16T03:00:00+02:00;601
SH;2017-07-16T05:00:00+02:00;770
SH;2017-07-16T06:00:00+02:00;1408
SH;2017-07-16T08:00:00+02:00;2970
SH;2017-07-16T09:00:00+02:00;3714
SH;2017-07-16T14:00:00+02:00;3550
SH;2017-07-16T18:00:00+02:00;2653
SH;2017-07-16T22:00:00+02:00;1059
SH;2017-07-16T23:00:00+02:00;704
SH;2017-07-17T02:00:00+02:00;497
ZG;2017-07-16T10:00:00+02:00;1643
ZG;2017-07-16T14:00:00+02:00;1494
SH;2017-07-14T23:00:00+02:00;729
SH;2017-07-15T01:00:00+02:00;587
SH;2017-07-15T05:00:00+02:00;1434
SH;2017-07-15T06:00:00+02:00;2273
SH;2017-07-15T10:00:00+02:00;3585
SH;2017-07-15T11:00:00+02:00;3691
SH;2017-07-15T14:00:00+02:00;3231
SH;2017-07-15T15:00:00+02:00;3106
SH;2017-07-15T17:00:00+02:00;2601
SH;2017-07-15T18:00:00+02:00;2441
SH;2017-07-15T19:00:00+02:00;2373
SH;2017-07-15T23:00:00+02:00;1058
SH;2017-07-16T00:00:00+02:00;626
SH;2017-07-16T12:00:00+02:00;3894
SH;2017-07-16T16:00:00+02:00;3052
SH;2017-07-16T17:00:00+02:00;2595
SH;2017-07-16T19:00:00+02:00;2496
SH;2017-07-16T20:00:00+02:00;2030
SH;2017-07-16T21:00:00+02:00;1351
SH;2017-07-17T04:00:00+02:00;1338
SH;2017-07-17T05:00:00+02:00;2388
SH;2017-07-17T13:00:00+02:00;3345
SH;2017-07-17T14:00:00+02:00;3226
SH;2017-07-17T15:00:00+02:00;3689
SH;2017-07-17T17:00:00+02:00;3055
SH;2017-07-17T23:00:00+02:00;727
SH;2017-07-18T00:00:00+02:00;760
SH;2017-07-18T01:00:00+02:00;510
SH;2017-07-18T07:00:00+02:00;3219
SH;2017-07-18T09:00:00+02:00;3973
SH;2017-07-18T12:00:00+02:00;3420
SH;2017-07-18T13:00:00+02:00;3324
SH;2017-07-18T22:00:00+02:00;1343
SH;2017-07-18T23:00:00+02:00;950
SH;2017-07-19T03:00:00+02:00;631
SH;2017-07-19T15:00:00+02:00;3293
SH;2017-07-19T18:00:00+02:00;2906
SH;2017-07-19T20:00:00+02:00;2095
SH;2017-07-19T21:00:00+02:00;1325
SH;2017-07-19T22:00:00+02:00;953
SH;2017-07-20T03:00:00+02:00;634
SH;2017-07-20T04:00:00+02:00;1063
SH;2017-07-20T05:00:00+02:00;2078
SH;2017-07-20T06:00:00+02:00;2905
SH;2017-07-20T08:00:00+02:00;3215
SH;2017-07-20T09:00:00+02:00;3881
SH;2017-07-20T16:00:00+02:00;3119
SH;2017-07-20T21:00:00+02:00;1450
SH;2017-07-20T22:00:00+02:00;872
SH;2017-07-21T00:00:00+02:00;518
SH;2017-07-21T03:00:00+02:00;626
SH;2017-07-21T04:00:00+02:00;1100
SH;2017-07-21T10:00:00+02:00;3775
SH;2017-07-21T13:00:00+02:00;3623
SH;2017-07-21T17:00:00+02:00;3172
SH;2017-07-21T19:00:00+02:00;4321
SH;2017-07-21T22:00:00+02:00;1058
SH;2017-07-21T23:00:00+02:00;756
SH;2017-07-22T05:00:00+02:00;1050
SH;2017-07-22T07:00:00+02:00;2687
SH;2017-07-22T13:00:00+02:00;3615
SH;2017-07-22T22:00:00+02:00;1261
SH;2017-07-22T23:00:00+02:00;928
SH;2017-07-23T08:00:00+02:00;2732
SH;2017-07-23T20:00:00+02:00;1957
SH;2017-07-23T23:00:00+02:00;516
SH;2017-07-24T01:00:00+02:00;360
SH;2017-07-24T02:00:00+02:00;346
SH;2017-07-24T03:00:00+02:00;750
SH;2017-07-24T05:00:00+02:00;1967
SH;2017-07-24T12:00:00+02:00;4002
SH;2017-07-24T15:00:00+02:00;3352
SH;2017-07-24T18:00:00+02:00;2763
SH;2017-07-24T20:00:00+02:00;1996
SH;2017-07-24T23:00:00+02:00;715
SH;2017-07-25T02:00:00+02:00;484
SH;2017-07-25T04:00:00+02:00;1167
SH;2017-07-25T06:00:00+02:00;2606
SH;2017-07-25T07:00:00+02:00;3492
SH;2017-07-25T09:00:00+02:00;4077
SH;2017-07-25T10:00:00+02:00;3806
SH;2017-07-25T11:00:00+02:00;3468
SH;2017-07-25T18:00:00+02:00;2714
SH;2017-07-25T21:00:00+02:00;1505
SH;2017-07-25T22:00:00+02:00;872
SH;2017-07-26T00:00:00+02:00;543
SH;2017-07-26T03:00:00+02:00;785
SH;2017-07-26T04:00:00+02:00;1213
SH;2017-07-26T06:00:00+02:00;2869
SH;2017-07-26T07:00:00+02:00;3261
SH;2017-07-26T11:00:00+02:00;3560
SH;2017-07-26T13:00:00+02:00;3199
SH;2017-07-26T14:00:00+02:00;3167
SH;2017-07-26T15:00:00+02:00;3299
SH;2017-07-26T19:00:00+02:00;2565
SH;2017-07-26T20:00:00+02:00;1996
SH;2017-07-27T03:00:00+02:00;739
SH;2017-07-27T04:00:00+02:00;1151
FR;2017-07-09T17:00:00+02:00;10779
FR;2017-07-09T18:00:00+02:00;10929
FR;2017-07-10T08:00:00+02:00;12829
FR;2017-07-09T13:00:00+02:00;9946
FR;2017-07-09T21:00:00+02:00;4916
FR;2017-07-10T06:00:00+02:00;9532
FR;2017-07-09T11:00:00+02:00;9073
FR;2017-07-09T12:00:00+02:00;8819
FR;2017-07-03T08:00:00+02:00;13196
FR;2017-07-03T16:00:00+02:00;14247
FR;2017-07-03T19:00:00+02:00;11374
FR;2017-07-03T20:00:00+02:00;10124
FR;2017-07-04T06:00:00+02:00;11228
FR;2017-07-04T12:00:00+02:00;12692
FR;2017-07-02T23:00:00+02:00;2590
FR;2017-07-03T01:00:00+02:00;2299
FR;2017-07-03T21:00:00+02:00;6587
FR;2017-07-04T04:00:00+02:00;3717
FR;2017-07-12T17:00:00+02:00;12707
FR;2017-07-12T18:00:00+02:00;11492
FR;2017-07-13T07:00:00+02:00;12536
FR;2017-07-13T09:00:00+02:00;12255
FR;2017-07-13T13:00:00+02:00;11559
FR;2017-07-13T16:00:00+02:00;12592
FR;2017-07-12T21:00:00+02:00;6136
FR;2017-07-13T00:00:00+02:00;2025
FR;2017-07-13T05:00:00+02:00;5330
FR;2017-07-12T22:00:00+02:00;3855
FR;2017-07-15T08:00:00+02:00;10442
FR;2017-07-13T20:00:00+02:00;8457
FR;2017-07-14T03:00:00+02:00;2060
FR;2017-07-14T19:00:00+02:00;9511
FR;2017-07-15T06:00:00+02:00;6277
FR;2017-07-15T17:00:00+02:00;9114
FR;2017-07-16T00:00:00+02:00;2717
FR;2017-07-16T03:00:00+02:00;1937
FR;2017-07-14T22:00:00+02:00;5153
FR;2017-07-15T02:00:00+02:00;1881
FR;2017-07-10T10:00:00+02:00;13076
FR;2017-07-10T13:00:00+02:00;11433
FR;2017-07-10T16:00:00+02:00;13458
FR;2017-07-10T18:00:00+02:00;12652
FR;2017-07-10T12:00:00+02:00;12044
FR;2017-07-11T04:00:00+02:00;3714
FR;2017-07-10T20:00:00+02:00;9094
FR;2017-07-11T00:00:00+02:00;2507
FR;2017-07-11T03:00:00+02:00;2226
FR;2017-07-11T06:00:00+02:00;9497
FR;2017-07-12T08:00:00+02:00;12551
FR;2017-07-11T08:00:00+02:00;12085
FR;2017-07-11T10:00:00+02:00;12795
FR;2017-07-11T19:00:00+02:00;10745
FR;2017-07-12T10:00:00+02:00;12461
FR;2017-07-12T12:00:00+02:00;12088
FR;2017-07-11T23:00:00+02:00;2823
FR;2017-07-12T03:00:00+02:00;2182
FR;2017-07-12T04:00:00+02:00;3442
FR;2017-07-11T22:00:00+02:00;4075
FR;2017-07-08T10:00:00+02:00;11646
FR;2017-07-09T09:00:00+02:00;10108
FR;2017-07-08T11:00:00+02:00;10646
FR;2017-07-08T14:00:00+02:00;9885
FR;2017-07-08T17:00:00+02:00;9223
FR;2017-07-08T19:00:00+02:00;8097
FR;2017-07-08T21:00:00+02:00;5987
FR;2017-07-09T00:00:00+02:00;2113
FR;2017-07-09T06:00:00+02:00;4365
FR;2017-07-08T22:00:00+02:00;4726
FR;2017-07-05T09:00:00+02:00;12561
FR;2017-07-05T14:00:00+02:00;12185
FR;2017-07-05T17:00:00+02:00;12936
FR;2017-07-05T19:00:00+02:00;10631
FR;2017-07-04T20:00:00+02:00;9980
FR;2017-07-05T04:00:00+02:00;3352
FR;2017-07-05T20:00:00+02:00;9714
FR;2017-07-05T23:00:00+02:00;2255
FR;2017-07-06T05:00:00+02:00;6726
FR;2017-07-05T03:00:00+02:00;1707
FR;2017-07-06T06:00:00+02:00;10303
FR;2017-07-06T08:00:00+02:00;12476
FR;2017-07-06T09:00:00+02:00;12843
FR;2017-07-06T15:00:00+02:00;12892
FR;2017-07-06T19:00:00+02:00;10306
FR;2017-07-06T11:00:00+02:00;13148
FR;2017-07-06T12:00:00+02:00;12811
FR;2017-07-06T20:00:00+02:00;9419
FR;2017-07-06T21:00:00+02:00;7001
FR;2017-07-07T00:00:00+02:00;1429
FR;2017-07-07T10:00:00+02:00;10199
FR;2017-07-07T18:00:00+02:00;10485
FR;2017-07-07T12:00:00+02:00;12499
FR;2017-07-07T20:00:00+02:00;9039
FR;2017-07-07T04:00:00+02:00;3345
FR;2017-07-07T05:00:00+02:00;5389
FR;2017-07-07T21:00:00+02:00;6970
FR;2017-07-07T23:00:00+02:00;3001
FR;2017-07-08T00:00:00+02:00;1763
FR;2017-07-08T02:00:00+02:00;1228
BS;2017-07-17T06:00:00+02:00;10195
BS;2017-07-17T08:00:00+02:00;12651
SH;2017-07-17T08:00:00+02:00;4241
SH;2017-07-17T11:00:00+02:00;3829
SH;2017-07-17T12:00:00+02:00;3509
SH;2017-07-17T16:00:00+02:00;3514
SH;2017-07-17T18:00:00+02:00;2839
SH;2017-07-17T20:00:00+02:00;2206
SH;2017-07-17T21:00:00+02:00;1313
SH;2017-07-17T22:00:00+02:00;2105
SH;2017-07-18T03:00:00+02:00;771
SH;2017-07-18T04:00:00+02:00;1253
SH;2017-07-18T18:00:00+02:00;2517
SH;2017-07-18T19:00:00+02:00;2740
SH;2017-07-18T20:00:00+02:00;2369
SH;2017-07-18T21:00:00+02:00;1356
SH;2017-07-19T01:00:00+02:00;494
SH;2017-07-19T02:00:00+02:00;660
SH;2017-07-19T04:00:00+02:00;1087
SH;2017-07-19T08:00:00+02:00;3491
SH;2017-07-19T09:00:00+02:00;3825
SH;2017-07-19T10:00:00+02:00;3661
SH;2017-07-19T12:00:00+02:00;3617
SH;2017-07-19T14:00:00+02:00;3400
SH;2017-07-19T16:00:00+02:00;3415
SH;2017-07-19T17:00:00+02:00;3720
SH;2017-07-19T19:00:00+02:00;2345
SH;2017-07-20T07:00:00+02:00;3283
SH;2017-07-20T10:00:00+02:00;3520
SH;2017-07-20T11:00:00+02:00;3335
SH;2017-07-20T12:00:00+02:00;3327
SH;2017-07-20T13:00:00+02:00;3054
SH;2017-07-20T15:00:00+02:00;3248
SH;2017-07-20T18:00:00+02:00;2575
SH;2017-07-20T19:00:00+02:00;2502
SH;2017-07-20T20:00:00+02:00;2060
SH;2017-07-21T02:00:00+02:00;456
SH;2017-07-21T05:00:00+02:00;1960
SH;2017-07-21T07:00:00+02:00;3205
SH;2017-07-21T08:00:00+02:00;3655
SH;2017-07-21T12:00:00+02:00;3459
SH;2017-07-21T14:00:00+02:00;3334
SH;2017-07-21T21:00:00+02:00;1458
SH;2017-07-22T01:00:00+02:00;554
SH;2017-07-22T03:00:00+02:00;634
