Kanton;Datum und Zeit;Anzahl Anrufe pro Kanton und Stunde
BE;2017-07-10T23:00:00+02:00;3727
BE;2017-07-11T00:00:00+02:00;2273
BE;2017-07-11T03:00:00+02:00;2853
BE;2017-07-11T02:00:00+02:00;1909
AR;2017-07-29T09:00:00+02:00;2490
AR;2017-07-29T13:00:00+02:00;1944
AR;2017-07-29T18:00:00+02:00;1519
AR;2017-07-29T19:00:00+02:00;1149
AR;2017-07-29T06:00:00+02:00;949
AR;2017-07-29T20:00:00+02:00;817
AR;2017-07-30T05:00:00+02:00;212
AR;2017-07-30T06:00:00+02:00;492
AR;2017-07-29T22:00:00+02:00;332
AR;2017-07-30T01:00:00+02:00;94
AR;2017-07-30T16:00:00+02:00;1576
AR;2017-07-30T17:00:00+02:00;1513
AR;2017-07-30T19:00:00+02:00;1136
AR;2017-07-31T07:00:00+02:00;2837
AR;2017-07-31T11:00:00+02:00;2607
AR;2017-07-31T13:00:00+02:00;3202
AR;2017-07-31T14:00:00+02:00;3199
AR;2017-07-31T04:00:00+02:00;148
AR;2017-07-17T07:00:00+02:00;3570
AR;2017-07-17T14:00:00+02:00;3805
AR;2017-07-17T15:00:00+02:00;4289
AR;2017-07-17T16:00:00+02:00;3761
GE;2017-07-01T06:00:00+02:00;11551
GE;2017-07-01T09:00:00+02:00;50370
GE;2017-07-01T11:00:00+02:00;53390
GE;2017-07-01T16:00:00+02:00;52618
GE;2017-07-01T19:00:00+02:00;31809
GE;2017-07-01T21:00:00+02:00;22297
FR;2017-08-01T00:00:00+02:00;1325
FR;2017-07-31T03:00:00+02:00;791
GE;2017-07-06T09:00:00+02:00;105452
GE;2017-07-06T14:00:00+02:00;101133
GE;2017-07-05T19:00:00+02:00;41788
GE;2017-07-06T10:00:00+02:00;103196
GE;2017-07-06T16:00:00+02:00;92599
GE;2017-07-06T17:00:00+02:00;77058
GE;2017-07-07T05:00:00+02:00;16077
GE;2017-07-07T00:00:00+02:00;4780
GE;2017-07-07T01:00:00+02:00;3515
GE;2017-07-07T10:00:00+02:00;79270
GE;2017-07-03T09:00:00+02:00;107307
GE;2017-07-03T13:00:00+02:00;104823
GE;2017-07-03T14:00:00+02:00;105081
GE;2017-07-03T06:00:00+02:00;44272
GE;2017-07-03T08:00:00+02:00;99369
GE;2017-07-03T18:00:00+02:00;56132
GE;2017-07-03T21:00:00+02:00;21919
GE;2017-07-04T05:00:00+02:00;16926
GE;2017-07-03T22:00:00+02:00;12649
GE;2017-07-04T00:00:00+02:00;3735
GE;2017-07-07T17:00:00+02:00;71262
GE;2017-07-07T18:00:00+02:00;54484
GE;2017-07-08T06:00:00+02:00;11449
GE;2017-07-08T07:00:00+02:00;22421
GE;2017-07-08T13:00:00+02:00;46466
GE;2017-07-08T18:00:00+02:00;42387
GE;2017-07-08T20:00:00+02:00;34815
GE;2017-07-07T12:00:00+02:00;91584
GE;2017-07-08T05:00:00+02:00;5378
GE;2017-07-08T12:00:00+02:00;45927
GE;2017-07-01T23:00:00+02:00;12056
GE;2017-07-02T08:00:00+02:00;21677
GE;2017-07-02T15:00:00+02:00;38008
GE;2017-07-02T16:00:00+02:00;41382
GE;2017-07-02T17:00:00+02:00;42104
GE;2017-07-02T20:00:00+02:00;25006
GE;2017-07-02T21:00:00+02:00;18543
GE;2017-07-02T01:00:00+02:00;6053
GE;2017-07-03T00:00:00+02:00;2872
GE;2017-07-03T01:00:00+02:00;1998
GE;2017-07-08T21:00:00+02:00;31072
GE;2017-07-09T08:00:00+02:00;19815
GE;2017-07-09T14:00:00+02:00;32174
GE;2017-07-09T16:00:00+02:00;37305
GE;2017-07-09T18:00:00+02:00;34459
GE;2017-07-08T22:00:00+02:00;25548
GE;2017-07-09T01:00:00+02:00;9619
GE;2017-07-09T23:00:00+02:00;4539
GE;2017-07-10T01:00:00+02:00;1839
GE;2017-07-09T02:00:00+02:00;7245
GE;2017-07-19T13:00:00+02:00;86789
GE;2017-07-19T17:00:00+02:00;63058
GE;2017-07-19T10:00:00+02:00;89696
GE;2017-07-19T12:00:00+02:00;84598
GE;2017-07-12T07:00:00+02:00;71680
GE;2017-07-12T05:00:00+02:00;14642
GE;2017-07-12T06:00:00+02:00;40437
GE;2017-07-12T16:00:00+02:00;83640
GE;2017-07-12T17:00:00+02:00;67872
GE;2017-07-12T19:00:00+02:00;38838
GE;2017-07-11T22:00:00+02:00;12603
GE;2017-07-12T01:00:00+02:00;2468
GE;2017-07-12T10:00:00+02:00;97098
GE;2017-07-12T12:00:00+02:00;91218
GE;2017-07-13T17:00:00+02:00;71204
GE;2017-07-12T21:00:00+02:00;20398
GE;2017-07-13T05:00:00+02:00;14700
GE;2017-07-13T07:00:00+02:00;69574
GE;2017-07-13T09:00:00+02:00;97211
GE;2017-07-13T15:00:00+02:00;92261
GE;2017-07-12T23:00:00+02:00;6479
GE;2017-07-13T00:00:00+02:00;3602
GE;2017-07-13T12:00:00+02:00;90870
GE;2017-07-13T22:00:00+02:00;12672
GE;2017-07-10T13:00:00+02:00;94793
GE;2017-07-10T18:00:00+02:00;47628
GE;2017-07-10T20:00:00+02:00;27196
GE;2017-07-11T06:00:00+02:00;40966
GE;2017-07-11T07:00:00+02:00;71580
GE;2017-07-11T09:00:00+02:00;97940
GE;2017-07-11T11:00:00+02:00;77667
GE;2017-07-11T14:00:00+02:00;97238
GE;2017-07-11T19:00:00+02:00;39146
GE;2017-07-11T21:00:00+02:00;21199
GE;2017-07-19T20:00:00+02:00;27237
GE;2017-07-19T21:00:00+02:00;19219
GE;2017-07-20T06:00:00+02:00;34677
GE;2017-07-20T07:00:00+02:00;64270
JU;2017-07-29T11:00:00+02:00;4307
JU;2017-07-29T12:00:00+02:00;4516
JU;2017-07-29T14:00:00+02:00;4604
JU;2017-07-29T22:00:00+02:00;913
JU;2017-07-30T00:00:00+02:00;449
JU;2017-07-30T02:00:00+02:00;300
JU;2017-07-30T04:00:00+02:00;298
JU;2017-07-30T06:00:00+02:00;811
JU;2017-07-30T08:00:00+02:00;2721
JU;2017-07-30T10:00:00+02:00;3082
JU;2017-07-30T12:00:00+02:00;2576
JU;2017-07-30T15:00:00+02:00;3096
JU;2017-07-30T16:00:00+02:00;3813
JU;2017-07-30T20:00:00+02:00;2056
JU;2017-07-31T00:00:00+02:00;220
JU;2017-07-31T02:00:00+02:00;171
JU;2017-07-31T04:00:00+02:00;408
JU;2017-07-31T10:00:00+02:00;6068
JU;2017-07-31T15:00:00+02:00;7260
JU;2017-07-31T19:00:00+02:00;3052
JU;2017-07-31T20:00:00+02:00;2100
JU;2017-07-31T23:00:00+02:00;675
LI;2017-07-01T01:00:00+02:00;90
LI;2017-07-01T09:00:00+02:00;2011
LI;2017-07-01T11:00:00+02:00;1675
LI;2017-07-01T14:00:00+02:00;1480
LI;2017-07-01T17:00:00+02:00;1334
LI;2017-07-01T19:00:00+02:00;797
LI;2017-07-01T20:00:00+02:00;562
LI;2017-07-01T23:00:00+02:00;295
LI;2017-07-02T00:00:00+02:00;182
LI;2017-07-02T01:00:00+02:00;111
LI;2017-07-02T02:00:00+02:00;94
LI;2017-07-02T05:00:00+02:00;77
LI;2017-07-02T07:00:00+02:00;496
LI;2017-07-02T08:00:00+02:00;731
LI;2017-07-02T09:00:00+02:00;1054
LI;2017-07-02T10:00:00+02:00;1189
LI;2017-07-02T11:00:00+02:00;1020
LI;2017-07-02T13:00:00+02:00;991
LI;2017-07-02T15:00:00+02:00;1230
LI;2017-07-02T19:00:00+02:00;717
LI;2017-07-03T00:00:00+02:00;27
LI;2017-07-03T02:00:00+02:00;21
LI;2017-07-03T06:00:00+02:00;2381
LI;2017-07-03T08:00:00+02:00;3779
LI;2017-07-03T10:00:00+02:00;3340
LI;2017-07-03T15:00:00+02:00;3889
LI;2017-07-04T05:00:00+02:00;881
LI;2017-07-04T09:00:00+02:00;4037
LI;2017-07-04T10:00:00+02:00;3562
LI;2017-07-04T11:00:00+02:00;3140
LI;2017-07-04T12:00:00+02:00;3843
LI;2017-07-04T13:00:00+02:00;3777
LI;2017-07-04T20:00:00+02:00;732
LI;2017-07-05T02:00:00+02:00;27
LI;2017-07-05T04:00:00+02:00;200
LI;2017-07-05T08:00:00+02:00;3802
LI;2017-07-05T15:00:00+02:00;3698
LI;2017-07-05T20:00:00+02:00;825
LI;2017-07-06T00:00:00+02:00;43
LI;2017-07-06T02:00:00+02:00;25
LI;2017-07-06T04:00:00+02:00;165
LI;2017-07-06T05:00:00+02:00;901
LI;2017-07-06T08:00:00+02:00;3870
LI;2017-07-06T12:00:00+02:00;3654
LI;2017-07-06T19:00:00+02:00;1339
LI;2017-07-06T21:00:00+02:00;413
LI;2017-07-06T22:00:00+02:00;184
LI;2017-07-06T23:00:00+02:00;81
LI;2017-07-07T03:00:00+02:00;49
LI;2017-07-07T04:00:00+02:00;197
LI;2017-07-07T06:00:00+02:00;2404
LI;2017-07-07T13:00:00+02:00;3466
LI;2017-07-07T15:00:00+02:00;3385
LI;2017-07-07T19:00:00+02:00;1156
LI;2017-07-07T23:00:00+02:00;252
LI;2017-07-08T02:00:00+02:00;67
LI;2017-07-08T05:00:00+02:00;200
LI;2017-07-08T06:00:00+02:00;576
LI;2017-07-08T08:00:00+02:00;1486
LI;2017-07-08T10:00:00+02:00;1804
LI;2017-07-08T13:00:00+02:00;1307
LI;2017-07-08T14:00:00+02:00;1242
LI;2017-07-08T23:00:00+02:00;194
LI;2017-07-09T00:00:00+02:00;137
LI;2017-07-09T02:00:00+02:00;106
LI;2017-07-09T07:00:00+02:00;535
LI;2017-07-09T11:00:00+02:00;998
LI;2017-07-09T13:00:00+02:00;978
LI;2017-07-09T14:00:00+02:00;969
LI;2017-07-09T19:00:00+02:00;712
LI;2017-07-10T00:00:00+02:00;30
LI;2017-07-10T02:00:00+02:00;24
LI;2017-07-10T07:00:00+02:00;3155
LI;2017-07-10T10:00:00+02:00;3080
LI;2017-07-10T11:00:00+02:00;2769
LI;2017-07-10T12:00:00+02:00;3276
LI;2017-07-10T15:00:00+02:00;3603
LI;2017-07-10T16:00:00+02:00;3042
AR;2017-07-31T12:00:00+02:00;3099
AR;2017-07-31T03:00:00+02:00;78
BE;2017-07-15T16:00:00+02:00;71974
BE;2017-07-15T18:00:00+02:00;56664
BE;2017-07-15T19:00:00+02:00;51363
BE;2017-07-15T05:00:00+02:00;9775
BE;2017-07-15T10:00:00+02:00;81105
BE;2017-07-01T08:00:00+02:00;81145
BE;2017-07-01T18:00:00+02:00;59329
AR;2017-07-31T18:00:00+02:00;2152
AR;2017-07-31T15:00:00+02:00;3242
AR;2017-07-31T20:00:00+02:00;1091
BE;2017-07-01T00:00:00+02:00;5047
BE;2017-07-01T01:00:00+02:00;7653
BE;2017-07-01T12:00:00+02:00;88293
AR;2017-08-01T00:00:00+02:00;191
AR;2017-07-31T22:00:00+02:00;500
BE;2017-07-04T07:00:00+02:00;126002
BE;2017-07-03T08:00:00+02:00;142559
BE;2017-07-04T14:00:00+02:00;152468
BE;2017-07-03T10:00:00+02:00;127956
BE;2017-07-04T06:00:00+02:00;92655
BE;2017-07-04T18:00:00+02:00;85727
BE;2017-07-04T01:00:00+02:00;1678
BE;2017-07-04T04:00:00+02:00;8531
BE;2017-07-03T22:00:00+02:00;9397
BE;2017-07-04T22:00:00+02:00;9635
BE;2017-07-05T07:00:00+02:00;128315
BE;2017-07-05T11:00:00+02:00;125879
BE;2017-07-05T06:00:00+02:00;92924
BE;2017-07-05T10:00:00+02:00;136127
BE;2017-07-05T19:00:00+02:00;66681
BE;2017-07-05T20:00:00+02:00;45744
BE;2017-07-04T23:00:00+02:00;4460
BE;2017-07-05T00:00:00+02:00;2406
BE;2017-07-05T01:00:00+02:00;1832
BE;2017-07-05T02:00:00+02:00;1964
BE;2017-07-01T19:00:00+02:00;49239
BE;2017-07-02T00:00:00+02:00;12692
BE;2017-07-02T07:00:00+02:00;26734
BE;2017-07-02T09:00:00+02:00;49586
BE;2017-07-02T14:00:00+02:00;54645
BE;2017-07-02T16:00:00+02:00;62293
BE;2017-07-02T18:00:00+02:00;56249
BE;2017-07-02T10:00:00+02:00;52348
BE;2017-07-02T23:00:00+02:00;3791
BE;2017-07-03T00:00:00+02:00;2230
AR;2017-07-28T06:00:00+02:00;1770
AR;2017-07-28T07:00:00+02:00;2690
AR;2017-07-28T11:00:00+02:00;2472
AR;2017-07-28T13:00:00+02:00;3014
AR;2017-07-28T05:00:00+02:00;688
AR;2017-07-28T23:00:00+02:00;185
AR;2017-07-28T01:00:00+02:00;46
AR;2017-07-29T01:00:00+02:00;96
AR;2017-07-29T03:00:00+02:00;89
AR;2017-07-28T02:00:00+02:00;24
BE;2017-07-13T21:00:00+02:00;25667
BE;2017-07-13T23:00:00+02:00;10962
BE;2017-07-13T22:00:00+02:00;17310
BE;2017-07-14T01:00:00+02:00;5471
BE;2017-07-14T02:00:00+02:00;4343
BE;2017-07-15T20:00:00+02:00;41719
BE;2017-07-15T21:00:00+02:00;30324
BE;2017-07-15T23:00:00+02:00;13194
BE;2017-07-16T00:00:00+02:00;12498
BE;2017-07-16T06:00:00+02:00;11216
BE;2017-07-16T05:00:00+02:00;5570
BE;2017-07-16T02:00:00+02:00;6813
GE;2017-07-05T09:00:00+02:00;106139
GE;2017-07-05T13:00:00+02:00;102345
GE;2017-07-05T16:00:00+02:00;93474
GE;2017-07-05T21:00:00+02:00;22561
GE;2017-07-06T05:00:00+02:00;16730
GE;2017-07-04T23:00:00+02:00;6456
GE;2017-07-05T01:00:00+02:00;2297
GE;2017-07-05T22:00:00+02:00;13998
GE;2017-07-06T01:00:00+02:00;2931
GE;2017-07-06T02:00:00+02:00;2584
GE;2017-07-04T08:00:00+02:00;100260
GE;2017-07-03T17:00:00+02:00;79262
GE;2017-07-04T06:00:00+02:00;45542
GE;2017-07-04T21:00:00+02:00;23084
GE;2017-07-02T22:00:00+02:00;10524
GE;2017-07-02T23:00:00+02:00;4882
GE;2017-07-03T03:00:00+02:00;2528
GE;2017-07-04T03:00:00+02:00;2469
GE;2017-07-04T04:00:00+02:00;4860
GE;2017-07-03T02:00:00+02:00;2137
FR;2017-07-24T06:00:00+02:00;22114
FR;2017-07-24T08:00:00+02:00;41257
FR;2017-07-24T05:00:00+02:00;9388
FR;2017-07-24T10:00:00+02:00;34437
FR;2017-07-24T13:00:00+02:00;38377
FR;2017-07-24T18:00:00+02:00;21616
FR;2017-07-24T21:00:00+02:00;4891
FR;2017-07-25T05:00:00+02:00;8677
FR;2017-07-24T22:00:00+02:00;2425
FR;2017-07-25T01:00:00+02:00;624
FR;2017-07-25T07:00:00+02:00;32070
GE;2017-07-20T11:00:00+02:00;72109
GE;2017-07-20T13:00:00+02:00;86466
GE;2017-07-20T03:00:00+02:00;2623
FR;2017-07-24T16:00:00+02:00;37508
FR;2017-07-25T09:00:00+02:00;42449
FR;2017-07-25T14:00:00+02:00;40028
FR;2017-07-25T18:00:00+02:00;22682
FR;2017-07-25T04:00:00+02:00;2553
FR;2017-07-25T10:00:00+02:00;34897
FR;2017-07-25T12:00:00+02:00;37443
FR;2017-07-25T00:00:00+02:00;704
FR;2017-07-25T03:00:00+02:00;928
FR;2017-07-25T02:00:00+02:00;672
GE;2017-07-21T01:00:00+02:00;2874
GE;2017-07-21T06:00:00+02:00;34567
GE;2017-07-21T07:00:00+02:00;61740
GE;2017-07-21T08:00:00+02:00;79878
GE;2017-07-21T12:00:00+02:00;82680
GE;2017-07-21T10:00:00+02:00;89390
GE;2017-07-22T07:00:00+02:00;19330
GE;2017-07-22T09:00:00+02:00;40464
GE;2017-07-21T14:00:00+02:00;81483
GE;2017-07-21T15:00:00+02:00;80609
GE;2017-07-21T16:00:00+02:00;70939
GE;2017-07-21T21:00:00+02:00;18641
GE;2017-07-22T04:00:00+02:00;3526
GE;2017-07-21T23:00:00+02:00;7905
GE;2017-07-22T02:00:00+02:00;4051
GE;2017-07-22T11:00:00+02:00;41445
GE;2017-07-22T14:00:00+02:00;41872
GE;2017-07-22T16:00:00+02:00;42985
GE;2017-07-22T19:00:00+02:00;27239
GE;2017-07-22T20:00:00+02:00;22663
GE;2017-07-23T08:00:00+02:00;18044
GE;2017-07-22T23:00:00+02:00;8727
GE;2017-07-23T05:00:00+02:00;3486
AG;2017-07-01T16:00:00+02:00;41179
AG;2017-07-01T17:00:00+02:00;35914
AG;2017-07-02T07:00:00+02:00;10666
AG;2017-07-01T03:00:00+02:00;2079
AG;2017-07-02T00:00:00+02:00;4333
AG;2017-07-02T03:00:00+02:00;1765
AG;2017-07-02T06:00:00+02:00;5280
AG;2017-07-01T02:00:00+02:00;2161
GL;2017-07-31T13:00:00+02:00;2901
GL;2017-07-31T16:00:00+02:00;3139
GL;2017-07-31T18:00:00+02:00;2023
GL;2017-07-31T12:00:00+02:00;2861
GL;2017-07-31T21:00:00+02:00;519
GL;2017-07-31T23:00:00+02:00;170
GR;2017-07-01T00:00:00+02:00;863
GR;2017-07-01T03:00:00+02:00;922
GL;2017-07-31T01:00:00+02:00;22
GL;2017-07-31T03:00:00+02:00;59
GR;2017-07-03T09:00:00+02:00;34510
GR;2017-07-03T13:00:00+02:00;30328
GR;2017-07-02T01:00:00+02:00;1635
GR;2017-07-02T06:00:00+02:00;3479
GR;2017-07-02T07:00:00+02:00;7591
GR;2017-07-02T21:00:00+02:00;3187
GR;2017-07-02T23:00:00+02:00;697
GR;2017-07-03T01:00:00+02:00;384
GR;2017-07-03T03:00:00+02:00;556
GR;2017-07-02T02:00:00+02:00;1259
GL;2017-07-29T07:00:00+02:00;1571
GL;2017-07-28T07:00:00+02:00;2206
GL;2017-07-28T13:00:00+02:00;2899
GL;2017-07-28T15:00:00+02:00;3133
GL;2017-07-29T04:00:00+02:00;145
GL;2017-07-28T12:00:00+02:00;3047
GL;2017-07-28T23:00:00+02:00;201
GL;2017-07-29T12:00:00+02:00;2066
GL;2017-07-29T03:00:00+02:00;62
GL;2017-07-29T02:00:00+02:00;42
GR;2017-07-01T11:00:00+02:00;18378
GR;2017-07-01T07:00:00+02:00;15349
GR;2017-07-01T09:00:00+02:00;22486
GR;2017-07-01T14:00:00+02:00;19153
GR;2017-07-01T15:00:00+02:00;19395
GR;2017-07-01T16:00:00+02:00;18415
GR;2017-07-01T06:00:00+02:00;7577
GR;2017-07-01T21:00:00+02:00;4926
GR;2017-07-01T23:00:00+02:00;2447
GR;2017-07-02T00:00:00+02:00;2042
GL;2017-07-26T07:00:00+02:00;2270
GL;2017-07-26T08:00:00+02:00;2895
GL;2017-07-26T11:00:00+02:00;2222
GL;2017-07-26T05:00:00+02:00;591
GL;2017-07-26T12:00:00+02:00;2779
GL;2017-07-26T21:00:00+02:00;445
GL;2017-07-26T23:00:00+02:00;160
GL;2017-07-26T03:00:00+02:00;77
GL;2017-07-27T01:00:00+02:00;49
GL;2017-07-26T02:00:00+02:00;53
GL;2017-07-27T09:00:00+02:00;3131
GL;2017-07-27T13:00:00+02:00;2843
GL;2017-07-27T16:00:00+02:00;2820
GL;2017-07-27T17:00:00+02:00;2294
GL;2017-07-27T04:00:00+02:00;201
GL;2017-07-27T05:00:00+02:00;617
LI;2017-07-10T19:00:00+02:00;863
LI;2017-07-10T23:00:00+02:00;28
LI;2017-07-11T00:00:00+02:00;27
LI;2017-07-11T02:00:00+02:00;36
LI;2017-07-11T03:00:00+02:00;44
LI;2017-07-11T11:00:00+02:00;2634
LI;2017-07-11T20:00:00+02:00;601
LI;2017-07-12T00:00:00+02:00;23
LI;2017-07-12T02:00:00+02:00;14
LI;2017-07-12T03:00:00+02:00;58
LI;2017-07-12T04:00:00+02:00;185
LI;2017-07-12T06:00:00+02:00;2218
LI;2017-07-12T07:00:00+02:00;3137
LI;2017-07-12T10:00:00+02:00;3027
LI;2017-07-12T13:00:00+02:00;3300
LI;2017-07-12T15:00:00+02:00;3445
LI;2017-07-12T17:00:00+02:00;2068
LI;2017-07-12T18:00:00+02:00;1481
LI;2017-07-12T22:00:00+02:00;138
LI;2017-07-12T23:00:00+02:00;52
LI;2017-07-13T01:00:00+02:00;35
LI;2017-07-13T03:00:00+02:00;45
LI;2017-07-13T07:00:00+02:00;3209
LI;2017-07-13T10:00:00+02:00;3047
LI;2017-07-13T14:00:00+02:00;3309
LI;2017-07-13T15:00:00+02:00;3613
LI;2017-07-13T16:00:00+02:00;3185
LI;2017-07-13T17:00:00+02:00;2029
LI;2017-07-13T20:00:00+02:00;614
LI;2017-07-14T05:00:00+02:00;705
LI;2017-07-14T17:00:00+02:00;1749
LI;2017-07-14T19:00:00+02:00;912
LI;2017-07-14T22:00:00+02:00;193
LI;2017-07-15T06:00:00+02:00;477
LI;2017-07-15T07:00:00+02:00;961
LI;2017-07-15T11:00:00+02:00;1332
LI;2017-07-15T12:00:00+02:00;1167
LI;2017-07-15T13:00:00+02:00;1158
LI;2017-07-15T15:00:00+02:00;1372
LI;2017-07-15T20:00:00+02:00;521
LI;2017-07-15T23:00:00+02:00;154
LI;2017-07-16T01:00:00+02:00;53
LI;2017-07-16T02:00:00+02:00;49
LI;2017-07-16T03:00:00+02:00;70
LI;2017-07-16T04:00:00+02:00;53
LI;2017-07-16T07:00:00+02:00;528
LI;2017-07-16T16:00:00+02:00;1107
LI;2017-07-17T01:00:00+02:00;23
LI;2017-07-17T09:00:00+02:00;3214
LI;2017-07-17T10:00:00+02:00;2767
LI;2017-07-17T12:00:00+02:00;2918
LI;2017-07-17T14:00:00+02:00;3018
LI;2017-07-17T21:00:00+02:00;234
LI;2017-07-18T03:00:00+02:00;35
LI;2017-07-18T05:00:00+02:00;709
LI;2017-07-18T09:00:00+02:00;3459
LI;2017-07-18T22:00:00+02:00;105
LI;2017-07-19T00:00:00+02:00;37
LI;2017-07-19T04:00:00+02:00;160
LI;2017-07-19T09:00:00+02:00;3309
LI;2017-07-19T12:00:00+02:00;3093
LI;2017-07-19T14:00:00+02:00;3141
LI;2017-07-19T15:00:00+02:00;3232
LI;2017-07-19T18:00:00+02:00;1805
LI;2017-07-19T20:00:00+02:00;466
LI;2017-07-19T21:00:00+02:00;262
LI;2017-07-19T22:00:00+02:00;82
LI;2017-07-20T00:00:00+02:00;12
LI;2017-07-20T01:00:00+02:00;30
LI;2017-07-20T07:00:00+02:00;2999
LI;2017-07-20T09:00:00+02:00;3137
LI;2017-07-20T16:00:00+02:00;2605
LI;2017-07-20T17:00:00+02:00;1830
LI;2017-07-20T18:00:00+02:00;1272
LI;2017-07-20T19:00:00+02:00;953
LI;2017-07-21T00:00:00+02:00;26
LI;2017-07-21T02:00:00+02:00;35
LI;2017-07-21T03:00:00+02:00;47
LI;2017-07-21T11:00:00+02:00;2415
LI;2017-07-21T12:00:00+02:00;2815
LI;2017-07-21T14:00:00+02:00;2688
LI;2017-07-21T16:00:00+02:00;2152
LI;2017-07-21T18:00:00+02:00;1321
LI;2017-07-21T20:00:00+02:00;508
LI;2017-07-21T21:00:00+02:00;335
LI;2017-07-22T00:00:00+02:00;67
LI;2017-07-22T03:00:00+02:00;47
LI;2017-07-22T04:00:00+02:00;66
LI;2017-07-22T08:00:00+02:00;1250
LI;2017-07-22T09:00:00+02:00;1444
LI;2017-07-22T11:00:00+02:00;1107
LI;2017-07-22T13:00:00+02:00;1033
LI;2017-07-22T17:00:00+02:00;952
LI;2017-07-22T18:00:00+02:00;719
LI;2017-07-22T19:00:00+02:00;706
LI;2017-07-22T20:00:00+02:00;460
LI;2017-07-22T23:00:00+02:00;111
LI;2017-07-23T02:00:00+02:00;41
LI;2017-07-23T04:00:00+02:00;56
LI;2017-07-23T13:00:00+02:00;757
FR;2017-07-25T08:00:00+02:00;39956
FR;2017-07-25T06:00:00+02:00;21106
FR;2017-07-25T13:00:00+02:00;37243
FR;2017-07-25T16:00:00+02:00;40415
FR;2017-07-26T09:00:00+02:00;41622
FR;2017-07-26T12:00:00+02:00;36998
FR;2017-07-26T01:00:00+02:00;750
FR;2017-07-25T22:00:00+02:00;2586
FR;2017-07-26T02:00:00+02:00;680
GE;2017-07-01T17:00:00+02:00;46170
GE;2017-07-01T18:00:00+02:00;39722
GE;2017-07-02T11:00:00+02:00;33573
GE;2017-07-02T13:00:00+02:00;34047
GE;2017-07-02T14:00:00+02:00;35466
GE;2017-07-01T22:00:00+02:00;16611
GE;2017-07-02T04:00:00+02:00;4003
GE;2017-07-02T05:00:00+02:00;4180
GE;2017-07-02T10:00:00+02:00;33757
GE;2017-07-02T02:00:00+02:00;5150
FR;2017-07-26T14:00:00+02:00;39090
FR;2017-07-26T15:00:00+02:00;42227
FR;2017-07-27T06:00:00+02:00;19928
FR;2017-07-27T13:00:00+02:00;37095
FR;2017-07-27T14:00:00+02:00;40585
FR;2017-07-27T19:00:00+02:00;17283
FR;2017-07-27T03:00:00+02:00;866
FR;2017-07-28T00:00:00+02:00;955
FR;2017-07-27T02:00:00+02:00;658
FR;2017-07-28T02:00:00+02:00;768
FR;2017-07-29T09:00:00+02:00;28994
FR;2017-07-29T15:00:00+02:00;23234
FR;2017-07-29T17:00:00+02:00;21889
FR;2017-07-29T18:00:00+02:00;19295
FR;2017-07-29T20:00:00+02:00;11346
FR;2017-07-30T08:00:00+02:00;13868
FR;2017-07-29T10:00:00+02:00;27192
FR;2017-07-30T03:00:00+02:00;1065
FR;2017-07-30T07:00:00+02:00;8490
FR;2017-07-30T10:00:00+02:00;17438
FR;2017-07-28T13:00:00+02:00;38011
FR;2017-07-28T14:00:00+02:00;40241
FR;2017-07-28T17:00:00+02:00;31879
FR;2017-07-28T18:00:00+02:00;23845
FR;2017-07-28T19:00:00+02:00;18295
FR;2017-07-28T10:00:00+02:00;36635
FR;2017-07-28T12:00:00+02:00;37881
FR;2017-07-29T00:00:00+02:00;2070
FR;2017-07-29T01:00:00+02:00;1664
FR;2017-07-28T22:00:00+02:00;4696
GE;2017-07-12T18:00:00+02:00;49800
GE;2017-07-12T20:00:00+02:00;29318
FR;2017-07-30T13:00:00+02:00;14153
FR;2017-07-30T17:00:00+02:00;19880
FR;2017-07-30T18:00:00+02:00;18509
FR;2017-07-31T07:00:00+02:00;26294
FR;2017-07-31T11:00:00+02:00;27973
FR;2017-07-30T20:00:00+02:00;9166
FR;2017-07-30T21:00:00+02:00;4903
FR;2017-07-31T04:00:00+02:00;1810
FR;2017-07-30T22:00:00+02:00;2618
FR;2017-07-31T00:00:00+02:00;935
GE;2017-07-09T07:00:00+02:00;12216
GE;2017-07-09T11:00:00+02:00;30516
GE;2017-07-09T19:00:00+02:00;30123
GE;2017-07-10T06:00:00+02:00;39272
GE;2017-07-10T07:00:00+02:00;70804
GE;2017-07-09T03:00:00+02:00;5883
GE;2017-07-09T05:00:00+02:00;4135
GE;2017-07-10T00:00:00+02:00;2844
GE;2017-07-09T22:00:00+02:00;9127
GE;2017-07-10T02:00:00+02:00;2010
GE;2017-07-10T11:00:00+02:00;76913
GE;2017-07-10T15:00:00+02:00;94120
GE;2017-07-10T16:00:00+02:00;87856
GE;2017-07-10T21:00:00+02:00;18512
GE;2017-07-11T05:00:00+02:00;14735
GE;2017-07-11T08:00:00+02:00;90107
GE;2017-07-10T10:00:00+02:00;93890
GE;2017-07-10T12:00:00+02:00;92076
GE;2017-07-10T23:00:00+02:00;5345
GE;2017-07-11T04:00:00+02:00;4280
GE;2017-07-06T07:00:00+02:00;78837
GE;2017-07-06T11:00:00+02:00;82703
GE;2017-07-06T15:00:00+02:00;95326
GE;2017-07-06T18:00:00+02:00;57086
GE;2017-07-06T20:00:00+02:00;33160
GE;2017-07-06T21:00:00+02:00;22993
GE;2017-07-06T22:00:00+02:00;13919
GE;2017-07-06T23:00:00+02:00;7693
GE;2017-07-07T03:00:00+02:00;3235
GE;2017-07-07T02:00:00+02:00;3087
