Kanton;Datum und Zeit;Anzahl Anrufe pro Kanton und Stunde
UR;2017-07-15T21:00:00+02:00;728
UR;2017-07-15T22:00:00+02:00;525
UR;2017-07-16T02:00:00+02:00;361
UR;2017-07-16T13:00:00+02:00;2379
UR;2017-07-16T14:00:00+02:00;2624
JU;2017-07-15T19:00:00+02:00;3448
JU;2017-07-15T21:00:00+02:00;1779
JU;2017-07-16T09:00:00+02:00;4034
JU;2017-07-16T15:00:00+02:00;3764
JU;2017-07-16T17:00:00+02:00;4013
JU;2017-07-15T23:00:00+02:00;903
JU;2017-07-16T05:00:00+02:00;415
JU;2017-07-16T02:00:00+02:00;336
JU;2017-07-22T07:00:00+02:00;3109
JU;2017-07-22T08:00:00+02:00;4538
JU;2017-07-22T14:00:00+02:00;4470
JU;2017-07-22T15:00:00+02:00;4945
JU;2017-07-22T20:00:00+02:00;1718
JU;2017-07-22T21:00:00+02:00;1173
JU;2017-07-21T19:00:00+02:00;2809
JU;2017-07-22T10:00:00+02:00;5044
JU;2017-07-22T12:00:00+02:00;4707
JU;2017-07-23T02:00:00+02:00;246
JU;2017-07-18T21:00:00+02:00;1220
JU;2017-07-19T07:00:00+02:00;6770
JU;2017-07-19T08:00:00+02:00;8384
JU;2017-07-19T09:00:00+02:00;8771
JU;2017-07-19T11:00:00+02:00;6453
JU;2017-07-19T14:00:00+02:00;7675
JU;2017-07-19T16:00:00+02:00;7767
JU;2017-07-18T23:00:00+02:00;322
JU;2017-07-19T04:00:00+02:00;468
JU;2017-07-18T22:00:00+02:00;575
JU;2017-07-19T19:00:00+02:00;3660
JU;2017-07-19T20:00:00+02:00;2443
JU;2017-07-19T21:00:00+02:00;1220
JU;2017-07-20T19:00:00+02:00;3508
JU;2017-07-20T01:00:00+02:00;145
JU;2017-07-19T23:00:00+02:00;300
JU;2017-07-20T00:00:00+02:00;220
JU;2017-07-20T03:00:00+02:00;226
JU;2017-07-20T10:00:00+02:00;7628
JU;2017-07-20T02:00:00+02:00;166
JU;2017-07-04T08:00:00+02:00;10599
JU;2017-07-04T09:00:00+02:00;11022
